matchid,team,innings,remaining_overs,remaining_wickets,runs.total
1000889,Pakistan,2,23,-105,0
1000889,Pakistan,2,22,-106,0
1000889,Pakistan,2,22,-106,2
1000889,Pakistan,2,22,-106,1
1000889,Pakistan,2,22,-106,4
1000889,Pakistan,2,22,-106,3
1000889,Pakistan,2,22,-106,4
1000889,Pakistan,2,21,-107,0
1000889,Pakistan,2,21,-108,0
1000889,Pakistan,2,21,-109,0
1000889,Pakistan,2,21,-110,0
1000889,Pakistan,2,21,-110,1
1000889,Pakistan,2,21,-110,4
1000889,Pakistan,2,20,-110,4
1000889,Pakistan,2,20,-110,1
1000889,Pakistan,2,20,-111,0
1000889,Pakistan,2,20,-112,0
1000889,Pakistan,2,20,-113,0
1000889,Pakistan,2,20,-114,0
1000889,Pakistan,2,19,-114,1
1000889,Pakistan,2,19,-115,0
1000889,Pakistan,2,19,-116,0
1000889,Pakistan,2,19,-116,1
1000889,Pakistan,2,19,-117,0
1000889,Pakistan,2,19,-118,0
1000889,Pakistan,2,18,-119,0
1000889,Pakistan,2,18,-119,1
1000889,Pakistan,2,18,-120,0
1000889,Pakistan,2,18,-121,0
1000889,Pakistan,2,18,-122,0
1000889,Pakistan,2,18,-122,3
1000889,Pakistan,2,17,-123,0
1000889,Pakistan,2,17,-124,0
1000889,Pakistan,2,17,-124,4
1000889,Pakistan,2,17,-124,1
1000889,Pakistan,2,17,-125,0
1000889,Pakistan,2,17,-126,0
1000889,Pakistan,2,16,-127,0
1000889,Pakistan,2,16,-128,0
1000889,Pakistan,2,16,-129,0
1000889,Pakistan,2,16,-130,0
1000889,Pakistan,2,16,-130,1
1000889,Pakistan,2,16,-131,0
1000889,Pakistan,2,15,-131,4
1000889,Pakistan,2,15,-132,0
1000889,Pakistan,2,15,-132,1
1000889,Pakistan,2,15,-133,0
1000889,Pakistan,2,15,-133,2
1000889,Pakistan,2,15,-134,0
1000889,Pakistan,2,15,-135,0
1000889,Pakistan,2,14,-136,0
1000889,Pakistan,2,14,-137,0
1000889,Pakistan,2,14,-137,1
1000889,Pakistan,2,14,-137,6
1000889,Pakistan,2,14,-138,0
1000889,Pakistan,2,14,-139,0
1000889,Pakistan,2,13,-139,1
1000889,Pakistan,2,13,-140,0
1000889,Pakistan,2,13,-141,0
1000889,Pakistan,2,13,-141,2
1000889,Pakistan,2,13,-141,1
1000889,Pakistan,2,13,-141,3
1000889,Pakistan,2,12,-142,0
1000889,Pakistan,2,12,-143,0
1000889,Pakistan,2,12,-144,0
1000889,Pakistan,2,12,-145,0
1000889,Pakistan,2,12,-145,1
1000889,Pakistan,2,12,-145,1
1000889,Pakistan,2,11,-145,4
1000889,Pakistan,2,11,-146,0
1000889,Pakistan,2,11,-147,0
1000889,Pakistan,2,11,-148,0
1000889,Pakistan,2,11,-148,4
1000889,Pakistan,2,11,-149,0
1000889,Pakistan,2,10,-149,1
1000889,Pakistan,2,10,-150,0
1000889,Pakistan,2,10,-150,1
1000889,Pakistan,2,10,-150,2
1000889,Pakistan,2,10,-151,0
1000889,Pakistan,2,10,-152,0
1000889,Pakistan,2,9,-152,1
1000889,Pakistan,2,9,-153,0
1000889,Pakistan,2,9,-153,1
1000889,Pakistan,2,9,-153,1
1000889,Pakistan,2,9,-154,0
1000889,Pakistan,2,9,-155,0
1000889,Pakistan,2,9,-155,1
1000889,Pakistan,2,9,-156,0
1000889,Pakistan,2,8,-156,1
1000889,Pakistan,2,8,-157,0
1000889,Pakistan,2,8,-157,2
1000889,Pakistan,2,8,-157,1
1000889,Pakistan,2,8,-158,0
1000889,Pakistan,2,8,-159,0
1000889,Pakistan,2,7,-159,1
1000889,Pakistan,2,7,-160,0
1000889,Pakistan,2,7,-160,3
1000889,Pakistan,2,7,-161,0
1000889,Pakistan,2,7,-161,4
1000889,Pakistan,2,7,-162,0
1000889,Pakistan,2,6,-163,0
1000889,Pakistan,2,6,-164,0
1000889,Pakistan,2,6,-165,0
1000889,Pakistan,2,6,-165,4
1000889,Pakistan,2,6,-165,1
1000889,Pakistan,2,6,-166,0
1000889,Pakistan,2,5,-167,0
1000889,Pakistan,2,5,-168,0
1000889,Pakistan,2,5,-169,0
1000889,Pakistan,2,5,-170,0
1000889,Pakistan,2,5,-170,1
1000889,Pakistan,2,5,-170,2
1000889,Pakistan,2,4,-171,0
1000889,Pakistan,2,4,-172,0
1000889,Pakistan,2,4,-172,1
1000889,Pakistan,2,4,-173,0
1000889,Pakistan,2,4,-174,0
1000889,Pakistan,2,4,-175,0
1000889,Pakistan,2,3,-176,0
1000889,Pakistan,2,3,-176,4
1000889,Pakistan,2,3,-177,0
1000889,Pakistan,2,3,-177,4
1000889,Pakistan,2,3,-177,1
1000891,Pakistan,1,50,10,1
1000891,Pakistan,1,50,9,0
1000891,Pakistan,1,50,8,0
1000891,Pakistan,1,50,7,0
1000891,Pakistan,1,50,6,0
1000891,Pakistan,1,50,6,1
1000891,Pakistan,1,50,5,0
1000891,Pakistan,1,49,5,1
1000891,Pakistan,1,49,4,0
1000891,Pakistan,1,49,3,0
1000891,Pakistan,1,49,3,4
1000891,Pakistan,1,49,2,0
1000891,Pakistan,1,49,2,2
1000891,Pakistan,1,48,1,0
1000891,Pakistan,1,48,1,4
1000891,Pakistan,1,48,0,0
1000891,Pakistan,1,48,0,1
1000891,Pakistan,1,48,-1,0
1000891,Pakistan,1,48,-2,0
1000891,Pakistan,1,48,-2,2
1000891,Pakistan,1,47,-2,2
1000891,Pakistan,1,47,-3,0
1000891,Pakistan,1,47,-3,6
1000891,Pakistan,1,47,-3,4
1000891,Pakistan,1,47,-3,4
1000891,Pakistan,1,47,-3,4
1000891,Pakistan,1,46,-4,0
1000891,Pakistan,1,46,-5,0
1000891,Pakistan,1,46,-5,1
1000891,Pakistan,1,46,-5,2
1000891,Pakistan,1,46,-6,0
1000891,Pakistan,1,46,-6,4
1000891,Pakistan,1,46,-7,0
1000891,Pakistan,1,45,-8,0
1000891,Pakistan,1,45,-9,0
1000891,Pakistan,1,45,-10,0
1000891,Pakistan,1,45,-11,0
1000891,Pakistan,1,45,-12,0
1000891,Pakistan,1,45,-13,0
1000891,Pakistan,1,44,-14,0
1000891,Pakistan,1,44,-15,0
1000891,Pakistan,1,44,-15,2
1000891,Pakistan,1,44,-16,0
1000891,Pakistan,1,44,-17,0
1000891,Pakistan,1,44,-18,0
1000891,Pakistan,1,43,-18,1
1000891,Pakistan,1,43,-19,0
1000891,Pakistan,1,43,-20,0
1000891,Pakistan,1,43,-21,0
1000891,Pakistan,1,43,-22,0
1000891,Pakistan,1,43,-23,0
1000891,Pakistan,1,42,-23,1
1000891,Pakistan,1,42,-24,0
1000891,Pakistan,1,42,-25,0
1000891,Pakistan,1,42,-26,0
1000891,Pakistan,1,42,-27,0
1000891,Pakistan,1,42,-28,0
1000891,Pakistan,1,41,-28,1
1000891,Pakistan,1,41,-28,1
1000891,Pakistan,1,41,-29,0
1000891,Pakistan,1,41,-30,0
1000891,Pakistan,1,41,-30,1
1000891,Pakistan,1,41,-31,0
1000891,Pakistan,1,40,-31,1
1000891,Pakistan,1,40,-32,0
1000891,Pakistan,1,40,-32,3
1000891,Pakistan,1,40,-32,1
1000891,Pakistan,1,40,-33,0
1000891,Pakistan,1,40,-34,0
1000891,Pakistan,1,40,-34,1
1000891,Pakistan,1,40,-34,1
1000891,Pakistan,1,39,-34,1
1000891,Pakistan,1,39,-35,0
1000891,Pakistan,1,39,-35,1
1000891,Pakistan,1,39,-36,0
1000891,Pakistan,1,39,-37,0
1000891,Pakistan,1,39,-38,0
1000891,Pakistan,1,38,-39,0
1000891,Pakistan,1,38,-39,1
1000891,Pakistan,1,38,-40,0
1000891,Pakistan,1,38,-40,1
1000891,Pakistan,1,38,-41,0
1000891,Pakistan,1,38,-42,0
1000891,Pakistan,1,37,-43,0
1000891,Pakistan,1,37,-43,4
1000891,Pakistan,1,37,-44,0
1000891,Pakistan,1,37,-45,0
1000891,Pakistan,1,37,-46,0
1000891,Pakistan,1,37,-47,0
1000891,Pakistan,1,36,-48,0
1000891,Pakistan,1,36,-48,4
1000891,Pakistan,1,36,-48,1
1000891,Pakistan,1,36,-48,1
1000891,Pakistan,1,36,-48,1
1000891,Pakistan,1,36,-49,0
1000891,Pakistan,1,35,-49,1
1000891,Pakistan,1,35,-50,0
1000891,Pakistan,1,35,-50,4
1000891,Pakistan,1,35,-50,4
1000891,Pakistan,1,35,-50,4
1000891,Pakistan,1,35,-51,0
1000891,Pakistan,1,34,-52,0
1000891,Pakistan,1,34,-53,0
1000891,Pakistan,1,34,-54,0
1000891,Pakistan,1,34,-55,0
1000891,Pakistan,1,34,-55,2
1000891,Pakistan,1,34,-55,2
1000891,Pakistan,1,33,-56,0
1000891,Pakistan,1,33,-56,1
1000891,Pakistan,1,33,-57,0
1000891,Pakistan,1,33,-58,0
1000891,Pakistan,1,33,-58,1
1000891,Pakistan,1,33,-59,0
1000891,Pakistan,1,32,-59,1
1000891,Pakistan,1,32,-59,1
1000891,Pakistan,1,32,-59,1
1000891,Pakistan,1,32,-59,1
1000891,Pakistan,1,32,-59,1
1000891,Pakistan,1,32,-59,1
1000891,Pakistan,1,31,-60,0
1000891,Pakistan,1,31,-60,1
1000891,Pakistan,1,31,-61,0
1000891,Pakistan,1,31,-61,1
1000891,Pakistan,1,31,-62,0
1000891,Pakistan,1,31,-63,0
1000891,Pakistan,1,30,-64,0
1000891,Pakistan,1,30,-64,1
1000891,Pakistan,1,30,-65,0
1000891,Pakistan,1,30,-66,0
1000891,Pakistan,1,30,-67,0
1000891,Pakistan,1,30,-67,4
1000891,Pakistan,1,29,-67,1
1000891,Pakistan,1,29,-68,0
1000891,Pakistan,1,29,-68,1
1000891,Pakistan,1,29,-68,1
1000891,Pakistan,1,29,-69,0
1000891,Pakistan,1,29,-69,1
1000891,Pakistan,1,28,-70,0
1000891,Pakistan,1,28,-71,0
1000891,Pakistan,1,28,-72,0
1000891,Pakistan,1,28,-72,6
1000891,Pakistan,1,28,-73,0
1000891,Pakistan,1,28,-74,0
1000891,Pakistan,1,27,-75,0
1000891,Pakistan,1,27,-75,1
1000891,Pakistan,1,27,-75,6
1000891,Pakistan,1,27,-75,1
1000891,Pakistan,1,27,-75,1
1000891,Pakistan,1,27,-75,1
1000891,Pakistan,1,26,-76,0
1000891,Pakistan,1,26,-76,1
1000891,Pakistan,1,26,-76,1
1000891,Pakistan,1,26,-77,0
1000891,Pakistan,1,26,-77,1
1000891,Pakistan,1,26,-78,0
1000891,Pakistan,1,25,-79,0
1000891,Pakistan,1,25,-79,1
1000891,Pakistan,1,25,-79,4
1000891,Pakistan,1,25,-79,1
1000891,Pakistan,1,25,-79,4
1000891,Pakistan,1,25,-79,1
1000891,Pakistan,1,24,-80,0
1000891,Pakistan,1,24,-81,0
1000891,Pakistan,1,24,-82,0
1000891,Pakistan,1,24,-82,1
1000891,Pakistan,1,24,-82,1
1000891,Pakistan,1,24,-83,0
1000891,Pakistan,1,23,-84,0
1000891,Pakistan,1,23,-84,2
1000891,Pakistan,1,23,-84,1
1000891,Pakistan,1,23,-84,1
1000891,Pakistan,1,23,-85,0
1000891,Pakistan,1,23,-86,0
1000891,Pakistan,1,23,-86,1
1000891,Pakistan,1,22,-86,1
1000891,Pakistan,1,22,-86,2
1000891,Pakistan,1,22,-86,1
1000891,Pakistan,1,22,-87,0
1000891,Pakistan,1,22,-88,0
1000891,Pakistan,1,22,-88,4
1000891,Pakistan,1,21,-88,1
1000891,Pakistan,1,21,-88,2
1000891,Pakistan,1,21,-88,1
1000891,Pakistan,1,21,-88,1
1000891,Pakistan,1,21,-88,1
1000891,Pakistan,1,21,-88,1
1000891,Pakistan,1,20,-88,1
1000891,Pakistan,1,20,-89,0
1000891,Pakistan,1,20,-89,1
1000891,Pakistan,1,20,-90,0
1000891,Pakistan,1,20,-91,0
1000891,Pakistan,1,20,-92,0
1000891,Pakistan,1,20,-93,0
1000891,Pakistan,1,19,-93,2
1000891,Pakistan,1,19,-93,1
1000891,Pakistan,1,19,-93,1
1000891,Pakistan,1,19,-93,1
1000891,Pakistan,1,19,-94,0
1000891,Pakistan,1,19,-95,0
1000891,Pakistan,1,18,-95,1
1000891,Pakistan,1,18,-96,0
1000891,Pakistan,1,18,-97,0
1000891,Pakistan,1,18,-97,2
1000891,Pakistan,1,18,-97,2
1000891,Pakistan,1,18,-97,1
1000891,Pakistan,1,17,-98,0
1000891,Pakistan,1,17,-99,0
1000891,Pakistan,1,17,-99,1
1000891,Pakistan,1,17,-100,0
1000891,Pakistan,1,17,-100,2
1000891,Pakistan,1,17,-100,2
1000891,Pakistan,1,16,-100,4
1000891,Pakistan,1,16,-101,0
1000891,Pakistan,1,16,-101,1
1000891,Pakistan,1,16,-102,0
1000891,Pakistan,1,16,-103,0
1000891,Pakistan,1,16,-104,0
1000891,Pakistan,1,16,-104,1
1000891,Pakistan,1,15,-105,0
1000891,Pakistan,1,15,-105,1
1000891,Pakistan,1,15,-105,1
1000891,Pakistan,1,15,-106,0
1000891,Pakistan,1,15,-106,1
1000891,Pakistan,1,15,-106,6
1000891,Pakistan,1,14,-107,0
1000891,Pakistan,1,14,-107,1
1000891,Pakistan,1,14,-108,0
1000891,Pakistan,1,14,-108,1
1000891,Pakistan,1,14,-109,0
1000891,Pakistan,1,14,-110,0
1000891,Pakistan,1,13,-110,1
1000891,Pakistan,1,13,-111,0
1000891,Pakistan,1,13,-111,1
1000891,Pakistan,1,13,-111,2
1000891,Pakistan,1,13,-111,1
1000891,Pakistan,1,13,-112,0
1000891,Pakistan,1,12,-112,1
1000891,Pakistan,1,12,-112,1
1000891,Pakistan,1,12,-112,2
1000891,Pakistan,1,12,-113,0
1000891,Pakistan,1,12,-114,0
1000891,Pakistan,1,12,-115,0
1000891,Pakistan,1,11,-115,1
1000891,Pakistan,1,11,-115,4
1000891,Pakistan,1,11,-115,1
1000891,Pakistan,1,11,-115,1
1000891,Pakistan,1,11,-115,1
1000891,Pakistan,1,11,-115,1
1000891,Pakistan,1,10,-116,0
1000891,Pakistan,1,10,-117,0
1000891,Pakistan,1,10,-117,1
1000891,Pakistan,1,10,-117,1
1000891,Pakistan,1,10,-117,1
1000891,Pakistan,1,10,-118,0
1000891,Pakistan,1,9,-118,1
1000891,Pakistan,1,9,-118,1
1000891,Pakistan,1,9,-118,1
1000891,Pakistan,1,9,-118,1
1000891,Pakistan,1,9,-118,1
1000891,Pakistan,1,9,-118,1
1000891,Pakistan,1,8,-119,0
1000891,Pakistan,1,8,-119,1
1000891,Pakistan,1,8,-119,1
1000891,Pakistan,1,8,-120,0
1000891,Pakistan,1,8,-120,1
1000891,Pakistan,1,8,-120,1
1000891,Pakistan,1,7,-120,2
1000891,Pakistan,1,7,-120,6
1000891,Pakistan,1,7,-120,1
1000891,Pakistan,1,7,-121,0
1000891,Pakistan,1,7,-122,0
1000891,Pakistan,1,7,-123,0
1000891,Pakistan,1,6,-123,1
1000891,Pakistan,1,6,-124,0
1000891,Pakistan,1,6,-124,4
1000891,Pakistan,1,6,-124,1
1000891,Pakistan,1,6,-124,1
1000891,Pakistan,1,6,-125,0
1000891,Pakistan,1,5,-125,1
1000891,Pakistan,1,5,-125,1
1000891,Pakistan,1,5,-126,0
1000891,Pakistan,1,5,-127,0
1000891,Pakistan,1,5,-127,1
1000891,Pakistan,1,5,-127,1
1000891,Pakistan,1,4,-128,0
1000891,Pakistan,1,4,-129,0
1000891,Pakistan,1,4,-130,0
1000891,Pakistan,1,4,-130,2
1000891,Pakistan,1,4,-131,0
1000891,Pakistan,1,4,-132,0
1000891,Pakistan,1,3,-133,0
1000891,Pakistan,1,3,-133,1
1000891,Pakistan,1,3,-134,0
1000891,Pakistan,1,3,-135,0
1000891,Pakistan,1,3,-135,1
1000891,Pakistan,1,3,-136,0
1000891,Pakistan,1,2,-137,0
1000891,Pakistan,1,2,-137,4
1000891,Pakistan,1,2,-138,0
1000891,Pakistan,1,2,-138,1
1000891,Pakistan,1,2,-138,1
1000891,Pakistan,1,2,-138,1
1000891,Pakistan,1,1,-139,0
1000891,Pakistan,1,1,-139,1
1000891,Pakistan,1,1,-139,1
1000891,Pakistan,1,1,-139,2
1000891,Pakistan,1,1,-139,1
1000891,Pakistan,1,1,-139,1
1000891,Australia,2,50,9,0
1000891,Australia,2,50,9,4
1000891,Australia,2,50,8,0
1000891,Australia,2,50,7,0
1000891,Australia,2,50,6,0
1000891,Australia,2,50,6,1
1000891,Australia,2,49,5,0
1000891,Australia,2,49,4,0
1000891,Australia,2,49,4,2
1000891,Australia,2,49,3,0
1000891,Australia,2,49,2,0
1000891,Australia,2,49,1,0
1000891,Australia,2,48,0,0
1000891,Australia,2,48,-1,0
1000891,Australia,2,48,-1,4
1000891,Australia,2,48,-2,0
1000891,Australia,2,48,-3,0
1000891,Australia,2,48,-4,0
1000891,Australia,2,47,-4,4
1000891,Australia,2,47,-4,2
1000891,Australia,2,47,-5,0
1000891,Australia,2,47,-6,0
1000891,Australia,2,47,-6,1
1000891,Australia,2,47,-7,0
1000891,Australia,2,46,-8,0
1000891,Australia,2,46,-8,4
1000891,Australia,2,46,-8,4
1000891,Australia,2,46,-9,0
1000891,Australia,2,46,-9,3
1000891,Australia,2,46,-10,0
1000891,Australia,2,45,-11,0
1000891,Australia,2,45,-12,0
1000891,Australia,2,45,-12,1
1000891,Australia,2,45,-13,0
1000891,Australia,2,45,-14,0
1000891,Australia,2,45,-15,0
1000891,Australia,2,44,-16,0
1000891,Australia,2,44,-16,1
1000891,Australia,2,44,-17,0
1000891,Australia,2,44,-18,0
1000891,Australia,2,44,-19,0
1000891,Australia,2,44,-19,4
1000891,Australia,2,43,-20,0
1000891,Australia,2,43,-21,0
1000891,Australia,2,43,-21,1
1000891,Australia,2,43,-21,1
1000891,Australia,2,43,-22,0
1000891,Australia,2,43,-22,1
1000891,Australia,2,42,-22,4
1000891,Australia,2,42,-22,2
1000891,Australia,2,42,-23,0
1000891,Australia,2,42,-24,0
1000891,Australia,2,42,-25,0
1000891,Australia,2,42,-26,0
1000891,Australia,2,41,-27,0
1000891,Australia,2,41,-28,0
1000891,Australia,2,41,-28,1
1000891,Australia,2,41,-29,0
1000891,Australia,2,41,-30,0
1000891,Australia,2,41,-31,0
1000891,Australia,2,41,-32,0
1000891,Australia,2,40,-33,0
1000891,Australia,2,40,-33,1
1000891,Australia,2,40,-33,1
1000891,Australia,2,40,-33,4
1000891,Australia,2,40,-34,0
1000891,Australia,2,40,-35,0
1000891,Australia,2,40,-36,0
1000891,Australia,2,39,-37,0
1000891,Australia,2,39,-37,1
1000891,Australia,2,39,-38,0
1000891,Australia,2,39,-39,0
1000891,Australia,2,39,-40,0
1000891,Australia,2,39,-41,0
1000891,Australia,2,38,-41,1
1000891,Australia,2,38,-42,0
1000891,Australia,2,38,-43,0
1000891,Australia,2,38,-43,1
1000891,Australia,2,38,-44,0
1000891,Australia,2,38,-45,0
1000891,Australia,2,37,-46,0
1000891,Australia,2,37,-46,2
1000891,Australia,2,37,-46,1
1000891,Australia,2,37,-47,0
1000891,Australia,2,37,-48,0
1000891,Australia,2,37,-49,0
1000891,Australia,2,36,-50,0
1000891,Australia,2,36,-50,2
1000891,Australia,2,36,-51,0
1000891,Australia,2,36,-52,0
1000891,Australia,2,36,-53,0
1000891,Australia,2,36,-54,0
1000891,Australia,2,35,-54,1
1000891,Australia,2,35,-55,0
1000891,Australia,2,35,-56,0
1000891,Australia,2,35,-56,1
1000891,Australia,2,35,-57,0
1000891,Australia,2,35,-58,0
1000891,Australia,2,34,-58,1
1000891,Australia,2,34,-58,4
1000891,Australia,2,34,-58,4
1000891,Australia,2,34,-58,1
1000891,Australia,2,34,-58,1
1000891,Australia,2,34,-58,1
1000891,Australia,2,34,-58,1
1000891,Australia,2,33,-58,1
1000891,Australia,2,33,-58,1
1000891,Australia,2,33,-59,0
1000891,Australia,2,33,-60,0
1000891,Australia,2,33,-60,3
1000891,Australia,2,33,-61,0
1000891,Australia,2,32,-62,0
1000891,Australia,2,32,-63,0
1000891,Australia,2,32,-64,0
1000891,Australia,2,32,-65,0
1000891,Australia,2,32,-66,0
1000891,Australia,2,32,-67,0
1000891,Australia,2,31,-67,1
1000891,Australia,2,31,-67,4
1000891,Australia,2,31,-68,0
1000891,Australia,2,31,-69,0
1000891,Australia,2,31,-69,2
1000891,Australia,2,31,-70,0
1000891,Australia,2,30,-70,1
1000891,Australia,2,30,-70,6
1000891,Australia,2,30,-70,1
1000891,Australia,2,30,-71,0
1000891,Australia,2,30,-71,1
1000891,Australia,2,30,-71,1
1000891,Australia,2,29,-72,0
1000891,Australia,2,29,-72,1
1000891,Australia,2,29,-72,1
1000891,Australia,2,29,-72,1
1000891,Australia,2,29,-72,1
1000891,Australia,2,29,-72,2
1000891,Australia,2,28,-73,0
1000891,Australia,2,28,-73,1
1000891,Australia,2,28,-73,1
1000891,Australia,2,28,-74,0
1000891,Australia,2,28,-75,0
1000891,Australia,2,28,-76,0
1000891,Australia,2,28,-76,1
1000891,Australia,2,27,-76,1
1000891,Australia,2,27,-77,0
1000891,Australia,2,27,-77,1
1000891,Australia,2,27,-78,0
1000891,Australia,2,27,-78,2
1000891,Australia,2,27,-78,1
1000891,Australia,2,26,-78,1
1000891,Australia,2,26,-78,1
1000891,Australia,2,26,-79,0
1000891,Australia,2,26,-79,4
1000891,Australia,2,26,-79,1
1000891,Australia,2,26,-79,1
1000891,Australia,2,25,-79,1
1000891,Australia,2,25,-79,1
1000891,Australia,2,25,-80,0
1000891,Australia,2,25,-80,1
1000891,Australia,2,25,-81,0
1000891,Australia,2,25,-82,0
1000891,Australia,2,25,-82,4
1000891,Australia,2,24,-83,0
1000891,Australia,2,24,-84,0
1000891,Australia,2,24,-84,1
1000891,Australia,2,24,-85,0
1000891,Australia,2,24,-85,1
1000891,Australia,2,24,-86,0
1000891,Australia,2,23,-86,1
1000891,Australia,2,23,-86,1
1000891,Australia,2,23,-86,1
1000891,Australia,2,23,-87,0
1000891,Australia,2,23,-87,1
1000891,Australia,2,23,-87,1
1000891,Australia,2,22,-88,0
1000891,Australia,2,22,-88,1
1000891,Australia,2,22,-89,0
1000891,Australia,2,22,-89,1
1000891,Australia,2,22,-89,2
1000891,Australia,2,22,-89,3
1000891,Australia,2,21,-89,1
1000891,Australia,2,21,-90,0
1000891,Australia,2,21,-90,1
1000891,Australia,2,21,-90,1
1000891,Australia,2,21,-90,1
1000891,Australia,2,21,-90,2
1000891,Australia,2,21,-91,0
1000891,Australia,2,20,-92,0
1000891,Australia,2,20,-92,3
1000891,Australia,2,20,-92,1
1000891,Australia,2,20,-92,1
1000891,Australia,2,20,-92,1
1000891,Australia,2,20,-92,4
1000891,Australia,2,19,-92,1
1000891,Australia,2,19,-92,2
1000891,Australia,2,19,-92,1
1000891,Australia,2,19,-93,0
1000891,Australia,2,19,-94,0
1000891,Australia,2,19,-94,3
1000891,Australia,2,18,-95,0
1000891,Australia,2,18,-95,1
1000891,Australia,2,18,-95,1
1000891,Australia,2,18,-95,4
1000891,Australia,2,18,-95,1
1000891,Australia,2,18,-95,1
1000891,Australia,2,17,-95,1
1000891,Australia,2,17,-96,0
1000891,Australia,2,17,-96,4
1000891,Australia,2,17,-96,2
1000891,Australia,2,17,-97,0
1000891,Australia,2,17,-98,0
1000891,Australia,2,16,-98,1
1000891,Australia,2,16,-99,0
1000891,Australia,2,16,-99,4
1000891,Australia,2,16,-99,1
1000891,Australia,2,16,-99,4
1000891,Australia,2,16,-99,1
1000891,Australia,2,15,-99,2
1000891,Australia,2,15,-99,2
1000891,Australia,2,15,-100,0
1000891,Australia,2,15,-100,2
1000891,Australia,2,15,-100,1
1000891,Australia,2,15,-100,2
1000891,Australia,2,14,-100,1
1000891,Australia,2,14,-100,4
1000891,Australia,2,14,-101,0
1000891,Australia,2,14,-101,1
1000891,Australia,2,14,-101,1
1000891,Australia,2,14,-101,3
1000891,Australia,2,13,-102,0
1000891,Australia,2,13,-102,1
1000891,Australia,2,13,-102,4
1000891,Australia,2,13,-103,0
1000891,Australia,2,13,-103,4
1000891,Australia,2,13,-103,4
1000891,Australia,2,12,-103,4
1000891,Australia,2,12,-103,1
1000891,Australia,2,12,-103,1
1000891,Australia,2,12,-103,1
1000891,Australia,2,12,-103,1
1000891,Australia,2,12,-104,0
1000891,Australia,2,11,-105,0
1000891,Australia,2,11,-106,0
1000891,Australia,2,11,-107,0
1000891,Australia,2,11,-107,4
1000891,Australia,2,11,-108,0
1000891,Australia,2,11,-108,1
1000891,Australia,2,10,-108,1
1000891,Australia,2,10,-109,0
1000891,Australia,2,10,-109,1
1000891,Australia,2,10,-110,0
1000891,Australia,2,10,-111,0
1000891,Australia,2,10,-111,4
1000891,Australia,2,9,-111,4
1000891,Australia,2,9,-111,1
1000891,Australia,2,9,-112,0
1000891,Australia,2,9,-112,1
1000891,Australia,2,9,-112,1
1000891,Australia,2,9,-112,1
1000891,Australia,2,8,-113,0
1000891,Australia,2,8,-114,0
1000891,Australia,2,8,-114,4
1000891,Australia,2,8,-115,0
1000891,Australia,2,8,-116,0
1000891,Australia,2,8,-117,0
1000891,Australia,2,7,-118,0
1000891,Australia,2,7,-118,4
1000891,Australia,2,7,-118,1
1000891,Australia,2,7,-118,2
1000891,Australia,2,7,-118,1
1000891,Australia,2,7,-118,1
1000891,Australia,2,6,-118,1
1000891,Australia,2,6,-119,0
1000891,Australia,2,6,-120,0
1000891,Australia,2,6,-121,0
1000891,Australia,2,6,-122,0
1000891,Australia,2,6,-122,4
1000893,Australia,1,50,9,0
1000893,Australia,1,50,8,0
1000893,Australia,1,50,8,1
1000893,Australia,1,50,8,1
1000893,Australia,1,50,8,1
1000893,Australia,1,50,7,0
1000893,Australia,1,49,6,0
1000893,Australia,1,49,5,0
1000893,Australia,1,49,4,0
1000893,Australia,1,49,3,0
1000893,Australia,1,49,3,1
1000893,Australia,1,49,3,4
1000893,Australia,1,48,3,1
1000893,Australia,1,48,3,4
1000893,Australia,1,48,3,3
1000893,Australia,1,48,3,1
1000893,Australia,1,48,3,1
1000893,Australia,1,48,3,1
1000893,Australia,1,47,3,4
1000893,Australia,1,47,2,0
1000893,Australia,1,47,1,0
1000893,Australia,1,47,1,4
1000893,Australia,1,47,1,1
1000893,Australia,1,47,0,0
1000893,Australia,1,46,-1,0
1000893,Australia,1,46,-1,1
1000893,Australia,1,46,-1,4
1000893,Australia,1,46,-1,4
1000893,Australia,1,46,-2,0
1000893,Australia,1,46,-3,0
1000893,Australia,1,45,-4,0
1000893,Australia,1,45,-4,1
1000893,Australia,1,45,-4,6
1000893,Australia,1,45,-5,0
1000893,Australia,1,45,-5,3
1000893,Australia,1,45,-6,0
1000893,Australia,1,44,-6,4
1000893,Australia,1,44,-7,0
1000893,Australia,1,44,-8,0
1000893,Australia,1,44,-8,1
1000893,Australia,1,44,-8,1
1000893,Australia,1,44,-8,1
1000893,Australia,1,43,-8,1
1000893,Australia,1,43,-9,0
1000893,Australia,1,43,-10,0
1000893,Australia,1,43,-11,0
1000893,Australia,1,43,-11,1
1000893,Australia,1,43,-11,1
1000893,Australia,1,42,-12,0
1000893,Australia,1,42,-13,0
1000893,Australia,1,42,-14,0
1000893,Australia,1,42,-14,1
1000893,Australia,1,42,-14,1
1000893,Australia,1,42,-15,0
1000893,Australia,1,41,-15,1
1000893,Australia,1,41,-16,0
1000893,Australia,1,41,-16,1
1000893,Australia,1,41,-16,1
1000893,Australia,1,41,-16,1
1000893,Australia,1,41,-17,0
1000893,Australia,1,40,-17,4
1000893,Australia,1,40,-17,1
1000893,Australia,1,40,-18,0
1000893,Australia,1,40,-18,1
1000893,Australia,1,40,-18,1
1000893,Australia,1,40,-19,0
1000893,Australia,1,39,-20,0
